n2	n129	21.2	33	583	15
n2	n179	55.6	9	583	15
n2	n180	55.6	9	583	15
n2	n99	42.9	21	762	15
n2	n104	55.6	9	762	15
n2	n161	30.8	13	762	15
n2	n38	66.7	6	762	15
n2	n103	24.8	113	762	15
n2	n109	46.7	15	762	15
n2	n110	62.5	8	762	15
n2	n110	66.7	6	762	15
n2	n68	46.2	13	762	15
n2	n192	50.0	18	762	15
n2	n191	66.7	9	762	15
n2	n186	41.7	12	762	15
n2	n158	55.6	9	762	15
n2	n35	41.7	12	762	15
n2	n126	41.7	12	762	15
n2	n117	23.1	26	762	15
n2	n200	83.3	6	762	15
n2	n126	44.4	18	762	15
n7	n7	100.0	302	4.62e-180	620
n7	n68	88.4	302	2.16e-161	558
n7	n66	85.8	302	2.47e-157	545
n7	n77	85.9	304	2.31e-155	538
n7	n76	76.8	302	3.7e-137	478
n7	n19	74.4	308	1.41e-136	476
n7	n61	65.9	311	1.97e-122	429
n7	n60	64.6	316	1.32e-118	416
n7	n89	61.1	306	5.57e-109	384
n7	n36	55.5	310	4.57e-103	364
n7	n51	56.6	309	6.18e-100	354
n7	n86	57.9	271	1.86e-96	342
n7	n59	53.0	296	7.82e-95	337
n7	n71	55.6	279	4.29e-93	331
n7	n20	54.3	291	6.85e-91	324
n7	n42	53.5	273	1.25e-84	303
n7	n18	49.3	302	3.41e-82	295
n7	n4	50.7	302	4.92e-81	291
n7	n1	50.9	293	1.75e-78	283
n7	n70	50.9	289	5.09e-78	281
n7	n44	49.4	310	2.79e-76	275
n7	n15	49.4	310	2.79e-76	275
n7	n46	49.4	310	2.79e-76	275
n7	n45	49.0	302	3.65e-76	275
n7	n14	49.0	302	3.65e-76	275
n7	n62	52.3	281	3.65e-76	275
n7	n25	48.7	310	8.13e-76	274
n7	n29	49.0	310	1.06e-75	273
n7	n47	49.7	292	6.88e-75	271
n7	n21	49.7	292	6.88e-75	271
n7	n80	48.7	310	8.98e-75	270
n7	n31	51.9	268	1.17e-74	270
n7	n12	51.9	268	1.17e-74	270
n7	n30	52.2	268	1.53e-74	270
n7	n11	52.2	268	1.53e-74	270
n7	n74	49.1	291	7.6e-74	267
n7	n78	48.2	299	9.93e-74	267
n7	n26	51.5	268	1.69e-73	266
n7	n23	47.8	299	2.21e-73	266
n7	n8	51.5	268	3.77e-73	265
n7	n13	51.5	268	4.93e-73	265
